Year,"Geographic
Region",State of Death,"Age
Group","Veteran
Suicides","Veteran
Suicide
Rate
per
100,000","General
Population
Suicides","General
Population
Rate per
100,000"
2007,Midwestern,Nebraska,75+,<10,--,19,15.5*
2007,Midwestern,Nebraska,All,30,19.7,169,12.7
2007,Midwestern,North Dakota,18-34,<10,--,34,20.9
2007,Midwestern,North Dakota,35-54,<10,--,30,17.0
2007,Midwestern,North Dakota,55-74,11,50.0*,17,14.6*
2007,Midwestern,North Dakota,75+,<10,--,11,21.9*
2007,Midwestern,North Dakota,All,23,39.7,92,18.2
2007,Midwestern,Ohio,18-34,21,25.0,338,13.5
2007,Midwestern,Ohio,35-54,105,34.0,546,16.4
2007,Midwestern,Ohio,55-74,84,21.2,277,13.1
2007,Midwestern,Ohio,75+,56,27.3,96,12.5
2007,Midwestern,Ohio,All,266,26.7,1257,14.4
2007,Midwestern,South Dakota,18-34,<10,--,41,22.9
2007,Midwestern,South Dakota,35-54,<10,--,27,12.6
2007,Midwestern,South Dakota,55-74,<10,--,20-30,--
2007,Midwestern,South Dakota,75+,<10,--,<10,--
2007,Midwestern,South Dakota,All,19,23.8*,96,16.2
2007,Midwestern,Wisconsin,18-34,11,30.6*,203,16.3
2007,Midwestern,Wisconsin,35-54,45,34.4,324,19.7
2007,Midwestern,Wisconsin,55-74,36,18.7,138,13.9
2007,Midwestern,Wisconsin,75+,21,21.4,46,12.3
2007,Midwestern,Wisconsin,All,113,24.7,711,16.7
2007,Southern,Alabama,18-34,19,45.2*,164,15.5
2007,Southern,Alabama,35-54,23,16.3,223,16.9
2007,Southern,Alabama,55-74,42,25.3,145,16.4
2007,Southern,Alabama,75+,23,30.7,49,17.5
2007,Southern,Alabama,All,107,25.2,581,16.4
2007,Southern,All,18-34,258,26.5,3379,13.2
2007,Southern,All,35-54,847,27.4,5590,17.7
2007,Southern,All,55-74,864,24.1,2982,15.1
2007,Southern,All,75+,572,32.5,1146,18.1
2007,Southern,All,All,2541,27.0,13097,15.7
2007,Southern,Arkansas,18-34,<10,--,102,15.8
2007,Southern,Arkansas,35-54,29,35.4,178,23.0
2007,Southern,Arkansas,55-74,26,24.3,80,14.7
2007,Southern,Arkansas,75+,10-20,--,33,18.2
2007,Southern,Arkansas,All,81,30.2,393,18.3
2007,Southern,Delaware,18-34,<10,--,10-20,--
2007,Southern,Delaware,35-54,<10,--,52,20.7
2007,Southern,Delaware,55-74,<10,--,18,10.8*
2007,Southern,Delaware,75+,<10,--,<10,--
2007,Southern,Delaware,All,11,14.3*,94,14.1
2007,Southern,District of Columbia,18-34,<10,--,<10,--
2007,Southern,District of Columbia,35-54,<10,--,12,7.7*
2007,Southern,District of Columbia,55-74,<10,--,13,13.7*
2007,Southern,District of Columbia,75+,<10,--,<10,--
2007,Southern,District of Columbia,All,<10,--,35,7.4
2007,Southern,Florida,18-34,36,25.9,521,13.3
2007,Southern,Florida,35-54,181,35.6,1058,20.4
2007,Southern,Florida,55-74,172,26.2,664,17.7
2007,Southern,Florida,75+,156,34.0,313,21.1
2007,Southern,Florida,All,545,30.9,2556,17.8
2007,Southern,Georgia,18-34,19,24.4*,236,10.5
2007,Southern,Georgia,35-54,70,25.3,439,16.0
2007,Southern,Georgia,55-74,72,25.8,228,15.2
2007,Southern,Georgia,75+,39,39.0,77,19.1
2007,Southern,Georgia,All,200,27.2,980,14.2
2007,Southern,Kentucky,18-34,15,46.9*,185,19.2
2007,Southern,Kentucky,35-54,46,40.4,277,22.5
2007,Southern,Kentucky,55-74,44,31.9,124,15.6
2007,Southern,Kentucky,75+,22,33.8,45,18.2
2007,Southern,Kentucky,All,127,36.4,631,19.5
2007,Southern,Louisiana,18-34,14,31.1*,175,16.8
2007,Southern,Louisiana,35-54,20,18.2,205,16.7
2007,Southern,Louisiana,55-74,32,24.6,100,13.0
2007,Southern,Louisiana,75+,17,27.0*,25,10.5
2007,Southern,Louisiana,All,83,23.9,505,15.4
2007,Southern,Maryland,18-34,<10,--,143,11.3
2007,Southern,Maryland,35-54,36,21.8,218,12.6
2007,Southern,Maryland,55-74,29,16.7,103,10.5
2007,Southern,Maryland,75+,10-20,--,38,12.2
2007,Southern,Maryland,All,91,19.5,502,11.7
2007,Southern,Mississippi,18-34,11,42.3*,111,16.3
2007,Southern,Mississippi,35-54,21,27.3,151,18.8
2007,Southern,Mississippi,55-74,30,34.9,93,17.9
2007,Southern,Mississippi,75+,13,35.1*,27,16.6
2007,Southern,Mississippi,All,75,33.2,382,17.6
2007,Southern,North Carolina,18-34,22,24.7,253,12.1
2007,Southern,North Carolina,35-54,69,25.7,450,17.0
2007,Southern,North Carolina,55-74,73,24.5,265,16.0
2007,Southern,North Carolina,75+,31,23.8,83,16.3
2007,Southern,North Carolina,All,195,24.8,1051,15.2
2007,Southern,Oklahoma,18-34,<10,--,136,15.9
2007,Southern,Oklahoma,35-54,36,34.0,232,23.5
2007,Southern,Oklahoma,55-74,20-30,--,89,13.4
2007,Southern,Oklahoma,75+,30,47.6,58,26.2
2007,Southern,Oklahoma,All,103,29.7,515,18.9
2007,Southern,South Carolina,18-34,<10,--,135,13.2
2007,Southern,South Carolina,35-54,43,31.4,228,18.2
2007,Southern,South Carolina,55-74,40,24.1,124,14.5
2007,Southern,South Carolina,75+,20-30,--,37,14.9
2007,Southern,South Carolina,All,112,26.9,524,15.5
2007,Southern,Tennessee,18-34,13,27.7*,201,14.4
2007,Southern,Tennessee,35-54,46,26.7,357,20.0
2007,Southern,Tennessee,55-74,60,27.9,204,17.6
2007,Southern,Tennessee,75+,37,39.8,68,19.3
2007,Southern,Tennessee,All,156,29.6,830,17.7
2007,Southern,Texas,18-34,53,26.2,713,12.1
2007,Southern,Texas,35-54,141,25.2,995,14.9
2007,Southern,Texas,55-74,128,20.0,478,13.2
2007,Southern,Texas,75+,84,28.7,171,15.9
2007,Southern,Texas,All,406,24.0,2357,13.7
2007,Southern,Virginia,18-34,17,17.7*,203,11.2
2007,Southern,Virginia,35-54,59,20.6,390,16.8
2007,Southern,Virginia,55-74,58,21.3,186,13.6
2007,Southern,Virginia,75+,44,38.6,83,20.2
2007,Southern,Virginia,All,178,23.1,862,14.6
2007,Southern,West Virginia,18-34,<10,--,78,20.1
2007,Southern,West Virginia,35-54,21,43.8,125,23.8
2007,Southern,West Virginia,55-74,22,30.1,68,17.1
2007,Southern,West Virginia,75+,10-20,--,28,20.9
2007,Southern,West Virginia,All,66,37.9,299,20.7
2007,Western,Alaska,18-34,<10,--,57,34.2
2007,Western,Alaska,35-54,11,39.3*,55,26.4
2007,Western,Alaska,55-74,<10,--,20-30,--
2007,Western,Alaska,75+,<10,--,<10,--
2007,Western,Alaska,All,28,38.9,140,28.2
2007,Western,All,18-34,142,30.0,2259,13.4
2007,Western,All,35-54,540,34.7,3668,18.5
2007,Western,All,55-74,549,26.5,1973,17.2
2007,Western,All,75+,386,36.9,825,22.3
2007,Western,All,All,1617,31.4,8725,16.8
2007,Western,Arizona,18-34,23,53.5,302,20.7
2007,Western,Arizona,35-54,63,43.4,387,23.6
2007,Western,Arizona,55-74,72,32.1,224,20.4
2007,Western,Arizona,75+,42,32.8,78,21.5
2007,Western,Arizona,All,200,37.0,991,21.7
2007,Western,California,18-34,40,20.6,836,9.4
2007,Western,California,35-54,175,27.9,1520,14.6
2007,Western,California,55-74,181,21.5,816,14.4
2007,Western,California,75+,138,29.0,360,18.9
2007,Western,California,All,534,25.0,3532,13.1
2007,Western,Colorado,18-34,10,25.0*,201,17.3
2007,Western,Colorado,35-54,67,45.6,362,25.2
2007,Western,Colorado,55-74,52,31.0,159,20.1
2007,Western,Colorado,75+,32,47.1,61,27.0
2007,Western,Colorado,All,161,38.1,783,21.7
2007,Western,Hawaii,18-34,<10,--,35,11.5
2007,Western,Hawaii,35-54,<10,--,50,13.4
2007,Western,Hawaii,55-74,<10,--,30,12.1
2007,Western,Hawaii,75+,<10,--,15,16.5*
2007,Western,Hawaii,All,21,16.3,130,12.8
2007,Western,Idaho,18-34,<10,--,73,20.7
2007,Western,Idaho,35-54,15,36.6*,80,20.0
2007,Western,Idaho,55-74,17,34.0*,47,18.3
2007,Western,Idaho,75+,<10,--,15,18.6*
2007,Western,Idaho,All,42,32.6,215,19.7
2007,Western,Montana,18-34,<10,--,42,20.1
2007,Western,Montana,35-54,10-20,--,77,28.2
2007,Western,Montana,55-74,14,30.4*,43,22.0
2007,Western,Montana,75+,19,105.6*,28,43.4
2007,Western,Montana,All,48,46.2,190,25.6
2007,Western,Nevada,18-34,<10,--,87,14.1
2007,Western,Nevada,35-54,27,37.5,189,25.3
2007,Western,Nevada,55-74,44,44.9,137,29.4
2007,Western,Nevada,75+,10-20,--,42,35.8
2007,Western,Nevada,All,96,41.2,455,23.4
2007,Western,New Mexico,18-34,12,75.0*,108,23.8
2007,Western,New Mexico,35-54,31,54.4,168,30.8
2007,Western,New Mexico,55-74,28,39.4,79,21.4
2007,Western,New Mexico,75+,19,55.9*,30,26.7
2007,Western,New Mexico,All,90,50.6,385,26.0
2007,Western,Oregon,18-34,<10,--,139,16.3
2007,Western,Oregon,35-54,45,45.0,235,22.2
2007,Western,Oregon,55-74,45,29.6,145,20.4
2007,Western,Oregon,75+,30-40,--,66,27.5
2007,Western,Oregon,All,136,38.9,585,20.5
2007,Western,Utah,18-34,10-20,--,138,18.8
2007,Western,Utah,35-54,21,48.8,146,23.9
2007,Western,Utah,55-74,20,29.4,66,19.8
2007,Western,Utah,75+,<10,--,18,17.2*
2007,Western,Utah,All,58,35.8,368,20.6
2007,Western,Washington,18-34,17,27.9*,208,13.9
2007,Western,Washington,35-54,61,29.3,361,18.9
2007,Western,Washington,55-74,53,20.6,186,16.3
2007,Western,Washington,75+,47,42.0,96,26.8
2007,Western,Washington,All,178,27.9,851,17.3
2007,Western,Wyoming,18-34,<10,--,33,26.4
2007,Western,Wyoming,35-54,<10,--,38,25.1
2007,Western,Wyoming,55-74,<10,--,20-30,--
2007,Western,Wyoming,75+,<10,--,<10,--
2007,Western,Wyoming,All,25,51.0,100,24.6
2007,All,U.S. Total,18-34,561,26.1,8764,12.6
2007,All,U.S. Total,35-54,2109,29.2,14500,16.7
2007,All,U.S. Total,55-74,2126,22.6,7513,14.2
2007,All,U.S. Total,75+,1452,29.7,2977,16.4
2007,All,U.S. Total,All,6249,26.4,33754,14.9
2008,Northeastern,All,18-34,65,25.4,1101,9.0
2008,Northeastern,All,35-54,297,30.9,2227,13.8
2008,Northeastern,All,55-74,280,18.6,1118,10.9
2008,Northeastern,All,75+,183,19.3,391,10.3
2008,Northeastern,All,All,825,22.5,4837,11.4
2008,Northeastern,Connecticut,18-34,<10,--,71,9.7
2008,Northeastern,Connecticut,35-54,10-20,--,137,12.7
2008,Northeastern,Connecticut,55-74,15,15.5*,71,10.8
2008,Northeastern,Connecticut,75+,13,21.7*,26,10.3
2008,Northeastern,Connecticut,All,42,17.6,305,11.2
2008,Northeastern,Maine,18-34,<10,--,36,13.8
2008,Northeastern,Maine,35-54,15,36.6*,82,20.3
2008,Northeastern,Maine,55-74,<10,--,40,14.0
2008,Northeastern,Maine,75+,10,32.3*,20,20.5
2008,Northeastern,Maine,All,37,26.6,178,17.0
2008,Northeastern,Massachusetts,18-34,<10,--,95,6.4
2008,Northeastern,Massachusetts,35-54,30,26.8,260,13.5
2008,Northeastern,Massachusetts,55-74,10-20,--,109,9.2
2008,Northeastern,Massachusetts,75+,20,16.8,31,6.9
2008,Northeastern,Massachusetts,All,71,16.3,495,9.8
2008,Northeastern,New Hampshire,18-34,<10,--,33,12.4
2008,Northeastern,New Hampshire,35-54,11,29.7*,90,21.7
2008,Northeastern,New Hampshire,55-74,14,29.2*,39,15.1
2008,Northeastern,New Hampshire,75+,<10,--,12,14.9*
2008,Northeastern,New Hampshire,All,34,29.1,174,17.1
2008,Northeastern,New Jersey,18-34,<10,--,138,7.5
2008,Northeastern,New Jersey,35-54,30,25.2,264,10.0
2008,Northeastern,New Jersey,55-74,33,15.9,141,9.0
2008,Northeastern,New Jersey,75+,20-30,--,58,10.1
2008,Northeastern,New Jersey,All,88,17.6,601,9.1
2008,Northeastern,New York,18-34,18,23.1*,321,7.1
2008,Northeastern,New York,35-54,79,28.3,614,11.0
2008,Northeastern,New York,55-74,70,16.2,329,9.4
2008,Northeastern,New York,75+,49,17.8,114,9.1
2008,Northeastern,New York,All,216,20.3,1378,9.3
2008,Northeastern,Pennsylvania,18-34,27,37.0,371,13.7
2008,Northeastern,Pennsylvania,35-54,102,37.6,674,18.6
2008,Northeastern,Pennsylvania,55-74,112,26.0,343,13.9
2008,Northeastern,Pennsylvania,75+,58,21.6,120,12.1
2008,Northeastern,Pennsylvania,All,299,28.7,1508,15.4
2008,Northeastern,Rhode Island,18-34,<10,--,10-20,--
2008,Northeastern,Rhode Island,35-54,<10,--,62,20.2
2008,Northeastern,Rhode Island,55-74,<10,--,23,11.9
2008,Northeastern,Rhode Island,75+,<10,--,<10,--
2008,Northeastern,Rhode Island,All,17,21.0*,107,13.0
2008,Northeastern,Vermont,18-34,<10,--,10-20,--
2008,Northeastern,Vermont,35-54,<10,--,44,23.5
2008,Northeastern,Vermont,55-74,<10,--,23,17.6
2008,Northeastern,Vermont,75+,<10,--,<10,--
2008,Northeastern,Vermont,All,21,38.9,91,18.5
2008,Midwestern,All,18-34,137,31.4,2045,13.6
2008,Midwestern,All,35-54,475,31.1,3314,17.5
2008,Midwestern,All,55-74,476,22.5,1662,13.8
2008,Midwestern,All,75+,294,26.0,543,12.7
2008,Midwestern,All,All,1382,26.5,7564,15.0
2008,Midwestern,Illinois,18-34,14,20.0*,281,9.4
2008,Midwestern,Illinois,35-54,68,30.6,506,13.9
2008,Midwestern,Illinois,55-74,73,22.2,294,13.4
2008,Midwestern,Illinois,75+,40,21.3,78,10.3
2008,Midwestern,Illinois,All,195,24.1,1159,12.1
2008,Midwestern,Indiana,18-34,12,30.0*,193,13.2
2008,Midwestern,Indiana,35-54,50,30.9,329,18.2
2008,Midwestern,Indiana,55-74,70,34.8,183,15.9
2008,Midwestern,Indiana,75+,44,43.6,72,18.6
2008,Midwestern,Indiana,All,176,34.9,777,16.1
2008,Midwestern,Iowa,18-34,<10,--,104,15.4
2008,Midwestern,Iowa,35-54,26,38.2,160,19.5
2008,Midwestern,Iowa,55-74,17,16.8*,79,14.0
2008,Midwestern,Iowa,75+,10-20,--,27,11.8
2008,Midwestern,Iowa,All,65,26.1,370,16.1
2008,Midwestern,Kansas,18-34,<10,--,115,17.6
2008,Midwestern,Kansas,35-54,22,31.0,125,16.3
2008,Midwestern,Kansas,55-74,17,18.7*,63,12.9
2008,Midwestern,Kansas,75+,10-20,--,24,12.9
2008,Midwestern,Kansas,All,57,24.1,327,15.6
2008,Midwestern,Michigan,18-34,20,37.0,294,13.7
2008,Midwestern,Michigan,35-54,78,34.8,533,18.5
2008,Midwestern,Michigan,55-74,58,18.4,234,12.6
2008,Midwestern,Michigan,75+,38,22.5,80,12.6
2008,Midwestern,Michigan,All,194,25.5,1141,15.2
2008,Midwestern,Minnesota,18-34,12,37.5*,160,13.3
2008,Midwestern,Minnesota,35-54,30,26.8,261,17.2
2008,Midwestern,Minnesota,55-74,31,18.3,110,12.0
2008,Midwestern,Minnesota,75+,29,33.0,47,14.4
2008,Midwestern,Minnesota,All,102,25.4,578,14.6
2008,Midwestern,Missouri,18-34,17,37.0*,216,16.1
2008,Midwestern,Missouri,35-54,45,28.8,321,19.3
2008,Midwestern,Missouri,55-74,48,22.0,152,13.7
2008,Midwestern,Missouri,75+,33,29.5,66,17.2
2008,Midwestern,Missouri,All,143,26.9,755,16.8
2008,Midwestern,Nebraska,18-34,<10,--,58,13.9
2008,Midwestern,Nebraska,35-54,15,33.3*,76,15.7
2008,Midwestern,Nebraska,55-74,13,22.0*,30-40,--
2008,Midwestern,Nebraska,75+,<10,--,<10,--
2008,Midwestern,Nebraska,All,35,22.9,180,13.4
2008,Midwestern,North Dakota,18-34,<10,--,28,17.0
2008,Midwestern,North Dakota,35-54,<10,--,32,18.4
2008,Midwestern,North Dakota,55-74,<10,--,20-30,--
2008,Midwestern,North Dakota,75+,<10,--,<10,--
2008,Midwestern,North Dakota,All,10,16.9*,83,16.3
2008,Midwestern,Ohio,18-34,29,36.7,367,14.7
2008,Midwestern,Ohio,35-54,86,29.0,606,18.4
2008,Midwestern,Ohio,55-74,89,22.6,291,13.4
2008,Midwestern,Ohio,75+,49,23.6,87,11.3
2008,Midwestern,Ohio,All,253,25.9,1351,15.4
2008,Midwestern,South Dakota,18-34,<10,--,43,23.7
2008,Midwestern,South Dakota,35-54,<10,--,43,20.2
2008,Midwestern,South Dakota,55-74,<10,--,20-30,--
2008,Midwestern,South Dakota,75+,<10,--,<10,--
2008,Midwestern,South Dakota,All,17,22.7*,113,18.9
2008,Midwestern,Wisconsin,18-34,12,33.3*,186,14.8
2008,Midwestern,Wisconsin,35-54,48,37.5,322,19.7
2008,Midwestern,Wisconsin,55-74,49,25.4,176,17.1
2008,Midwestern,Wisconsin,75+,26,26.5,46,12.3
2008,Midwestern,Wisconsin,All,135,29.7,730,17.0
2008,Southern,Alabama,18-34,14,33.3*,176,16.5
2008,Southern,Alabama,35-54,38,27.3,241,18.2
2008,Southern,Alabama,55-74,47,28.1,139,15.3
2008,Southern,Alabama,75+,20,25.6,40,14.1
2008,Southern,Alabama,All,120,28.2,596,16.6
2008,Southern,All,18-34,275,28.6,3500,13.4
2008,Southern,All,35-54,813,26.8,5711,18.0
2008,Southern,All,55-74,959,26.9,3274,16.0
2008,Southern,All,75+,595,33.1,1196,18.6
2008,Southern,All,All,2644,28.2,13681,16.2
2008,Southern,Arkansas,18-34,17,65.4*,136,20.9
2008,Southern,Arkansas,35-54,19,23.8*,168,21.6
2008,Southern,Arkansas,55-74,29,27.6,94,16.8
2008,Southern,Arkansas,75+,21,40.4,39,21.3
2008,Southern,Arkansas,All,86,32.7,437,20.1
2008,Southern,Delaware,18-34,<10,--,29,14.6
2008,Southern,Delaware,35-54,<10,--,50,19.9
2008,Southern,Delaware,55-74,<10,--,20-30,--
2008,Southern,Delaware,75+,<10,--,<10,--
2008,Southern,Delaware,All,16,19.3*,108,15.9
2008,Southern,District of Columbia,18-34,<10,--,10-20,--
2008,Southern,District of Columbia,35-54,<10,--,16,10.3*
2008,Southern,District of Columbia,55-74,<10,--,12,12.4*
2008,Southern,District of Columbia,75+,<10,--,<10,--
2008,Southern,District of Columbia,All,<10,--,42,8.8
2008,Southern,Florida,18-34,57,41.9,531,13.4
2008,Southern,Florida,35-54,142,28.3,1115,21.5
2008,Southern,Florida,55-74,209,32.8,729,18.9
2008,Southern,Florida,75+,151,32.5,326,21.7
2008,Southern,Florida,All,559,32.1,2701,18.6
2008,Southern,Georgia,18-34,15,19.5*,252,11.1
2008,Southern,Georgia,35-54,66,24.0,398,14.3
2008,Southern,Georgia,55-74,67,24.3,231,14.8
2008,Southern,Georgia,75+,39,37.1,77,18.8
2008,Southern,Georgia,All,187,25.5,958,13.6
2008,Southern,Kentucky,18-34,<10,--,131,13.6
2008,Southern,Kentucky,35-54,36,32.4,268,21.8
2008,Southern,Kentucky,55-74,39,27.7,132,16.1
2008,Southern,Kentucky,75+,30-40,--,60,24.0
2008,Southern,Kentucky,All,115,32.8,591,18.1
2008,Southern,Louisiana,18-34,16,34.8*,161,15.2
2008,Southern,Louisiana,35-54,26,24.1,209,17.0
2008,Southern,Louisiana,55-74,38,29.5,115,14.5
2008,Southern,Louisiana,75+,18,27.7*,32,13.2
2008,Southern,Louisiana,All,98,28.2,517,15.5
2008,Southern,Maryland,18-34,10,23.3*,127,9.9
2008,Southern,Maryland,35-54,27,16.9,209,12.2
2008,Southern,Maryland,55-74,30,17.6,105,10.3
2008,Southern,Maryland,75+,27,31.4,53,16.8
2008,Southern,Maryland,All,94,20.5,494,11.4
2008,Southern,Mississippi,18-34,<10,--,112,16.3
2008,Southern,Mississippi,35-54,24,32.0,144,17.9
2008,Southern,Mississippi,55-74,29,34.5,104,19.5
2008,Southern,Mississippi,75+,20-30,--,35,21.3
2008,Southern,Mississippi,All,83,36.6,395,18.1
2008,Southern,North Carolina,18-34,18,21.2*,301,14.1
2008,Southern,North Carolina,35-54,66,24.9,491,18.3
2008,Southern,North Carolina,55-74,72,23.6,250,14.5
2008,Southern,North Carolina,75+,51,38.1,97,18.7
2008,Southern,North Carolina,All,208,26.4,1139,16.1
2008,Southern,Oklahoma,18-34,16,41.0*,154,17.8
2008,Southern,Oklahoma,35-54,43,41.7,241,24.4
2008,Southern,Oklahoma,55-74,37,27.0,118,17.2
2008,Southern,Oklahoma,75+,26,41.9,44,19.8
2008,Southern,Oklahoma,All,122,35.8,557,20.2
2008,Southern,South Carolina,18-34,<10,--,141,13.5
2008,Southern,South Carolina,35-54,32,23.5,214,16.9
2008,Southern,South Carolina,55-74,51,30.9,153,17.1
2008,Southern,South Carolina,75+,10-20,--,40,15.7
2008,Southern,South Carolina,All,110,26.4,548,15.9
2008,Southern,Tennessee,18-34,16,33.3*,219,15.6
2008,Southern,Tennessee,35-54,60,35.5,415,23.2
2008,Southern,Tennessee,55-74,68,31.2,261,21.7
2008,Southern,Tennessee,75+,20,22.2,54,15.1
2008,Southern,Tennessee,All,164,31.2,949,20.0
2008,Southern,Texas,18-34,41,20.2,715,11.9
2008,Southern,Texas,35-54,157,28.5,1041,15.4
2008,Southern,Texas,55-74,164,25.7,531,14.1
2008,Southern,Texas,75+,92,30.9,189,17.3
2008,Southern,Texas,All,454,26.9,2476,14.0
2008,Southern,Virginia,18-34,21,22.3,238,12.9
2008,Southern,Virginia,35-54,57,20.2,384,16.5
2008,Southern,Virginia,55-74,53,19.3,215,15.2
2008,Southern,Virginia,75+,43,36.8,78,18.7
2008,Southern,Virginia,All,174,22.7,915,15.3
2008,Southern,West Virginia,18-34,<10,--,65,16.8
2008,Southern,West Virginia,35-54,16,34.8*,107,20.5
2008,Southern,West Virginia,55-74,15,19.5*,62,15.2
2008,Southern,West Virginia,75+,10-20,--,24,17.9
2008,Southern,West Virginia,All,48,27.4,258,17.8
2008,Western,Alaska,18-34,<10,--,62,36.3
2008,Western,Alaska,35-54,<10,--,59,28.7
2008,Western,Alaska,55-74,<10,--,20-30,--
2008,Western,Alaska,75+,<10,--,<10,--
2008,Western,Alaska,All,20,27.4,156,30.9
2008,Western,All,18-34,128,27.2,2189,12.8
2008,Western,All,35-54,572,38.2,3738,18.9
2008,Western,All,55-74,623,30.3,2207,18.5
2008,Western,All,75+,392,36.9,829,22.1
2008,Western,All,All,1715,33.7,8963,17.0
2008,Western,Arizona,18-34,17,39.5*,223,15.1
2008,Western,Arizona,35-54,54,37.0,369,22.3
2008,Western,Arizona,55-74,71,32.0,245,21.4
2008,Western,Arizona,75+,53,41.1,102,27.6
2008,Western,Arizona,All,195,36.1,939,20.2
2008,Western,California,18-34,44,22.8,818,9.0
2008,Western,California,35-54,183,30.7,1526,14.6
2008,Western,California,55-74,225,26.9,966,16.4
2008,Western,California,75+,167,34.2,385,20.0
2008,Western,California,All,619,29.3,3695,13.5
2008,Western,Colorado,18-34,13,31.7*,199,16.8
2008,Western,Colorado,35-54,72,50.0,353,24.5
2008,Western,Colorado,55-74,51,30.4,167,20.0
2008,Western,Colorado,75+,37,53.6,60,26.0
2008,Western,Colorado,All,173,41.0,779,21.1
2008,Western,Hawaii,18-34,<10,--,33,10.7
2008,Western,Hawaii,35-54,<10,--,59,15.8
2008,Western,Hawaii,55-74,<10,--,20-30,--
2008,Western,Hawaii,75+,<10,--,<10,--
2008,Western,Hawaii,All,19,16.0*,130,12.6
2008,Western,Idaho,18-34,<10,--,51,14.2
2008,Western,Idaho,35-54,20,50.0,91,22.7
2008,Western,Idaho,55-74,25,46.3,65,24.1
2008,Western,Idaho,75+,10-20,--,31,37.8
2008,Western,Idaho,All,59,45.0,238,21.4
2008,Western,Montana,18-34,<10,--,67,31.4
2008,Western,Montana,35-54,10-20,--,68,25.2
2008,Western,Montana,55-74,19,45.2*,41,20.1
2008,Western,Montana,75+,13,72.2*,19,29.3*
2008,Western,Montana,All,49,50.0,195,25.9
2008,Western,Nevada,18-34,<10,--,115,18.2
2008,Western,Nevada,35-54,48,66.7,219,28.9
2008,Western,Nevada,55-74,55,53.9,143,29.7
2008,Western,Nevada,75+,20-30,--,45,37.4
2008,Western,Nevada,All,132,55.9,522,26.2
2008,Western,New Mexico,18-34,<10,--,110,24.0
2008,Western,New Mexico,35-54,23,42.6,170,31.3
2008,Western,New Mexico,55-74,16,21.9*,84,21.9
2008,Western,New Mexico,75+,10-20,--,27,23.6
2008,Western,New Mexico,All,62,35.2,391,26.1
2008,Western,Oregon,18-34,<10,--,123,14.2
2008,Western,Oregon,35-54,41,42.7,245,23.3
2008,Western,Oregon,55-74,49,32.7,143,19.2
2008,Western,Oregon,75+,20-30,--,45,18.7
2008,Western,Oregon,All,125,35.9,556,19.2
2008,Western,Utah,18-34,<10,--,134,17.9
2008,Western,Utah,35-54,20,48.8,158,25.5
2008,Western,Utah,55-74,21,35.6,70,20.0
2008,Western,Utah,75+,<10,--,12,11.2*
2008,Western,Utah,All,52,34.0,374,20.5
2008,Western,Washington,18-34,14,23.7*,218,14.1
2008,Western,Washington,35-54,70,34.8,372,19.5
2008,Western,Washington,55-74,63,24.5,201,16.8
2008,Western,Washington,75+,32,28.6,78,21.6
2008,Western,Washington,All,179,28.5,869,17.4
2008,Western,Wyoming,18-34,<10,--,36,28.0
2008,Western,Wyoming,35-54,12,92.3*,49,32.3
2008,Western,Wyoming,55-74,12,60.0*,20-30,--
2008,Western,Wyoming,75+,<10,--,<10,--
2008,Western,Wyoming,All,31,66.0,119,28.7
2008,All,U.S. Total,18-34,605,28.5,8835,12.5
2008,All,U.S. Total,35-54,2157,30.7,14990,17.3
2008,All,U.S. Total,55-74,2338,25.3,8261,15.1
2008,All,U.S. Total,75+,1464,29.7,2959,16.2
2008,All,U.S. Total,All,6566,28.1,35045,15.2
2009,Northeastern,All,18-34,66,26.2,1097,8.9
2009,Northeastern,All,35-54,241,26.0,2199,13.7
2009,Northeastern,All,55-74,282,19.3,1186,11.2
2009,Northeastern,All,75+,184,19.7,393,10.3
2009,Northeastern,All,All,774,21.7,4875,11.4
2009,Northeastern,Connecticut,18-34,<10,--,77,10.4
2009,Northeastern,Connecticut,35-54,16,25.8*,139,13.0
2009,Northeastern,Connecticut,55-74,11,11.3*,69,10.1
2009,Northeastern,Connecticut,75+,<10,--,25,9.9
2009,Northeastern,Connecticut,All,41,17.4,310,11.3
2009,Northeastern,Maine,18-34,<10,--,31,11.9
2009,Northeastern,Maine,35-54,<10,--,95,24.0
2009,Northeastern,Maine,55-74,21,38.9,52,17.5
2009,Northeastern,Maine,75+,<10,--,15,15.4*
2009,Northeastern,Maine,All,42,31.3,193,18.4
2009,Northeastern,Massachusetts,18-34,<10,--,106,7.0
2009,Northeastern,Massachusetts,35-54,42,39.6,282,14.8
